CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
less_0,20,prior_payments_delayed,car_new,4212,500_to_1000,less_1,3,male,none,3,car_other,37,none,own,2,skilled,1,none,yes,Risk
no_checking,49,prior_payments_delayed,repairs,11884,500_to_1000,1_to_4,4,male,guarantor,5,car_other,45,none,free,3,skilled,1,yes,yes,Risk
greater_200,26,outstanding_credit,car_used,8181,100_to_500,4_to_7,4,male,none,4,savings_insurance,42,none,own,2,management_self-employed,1,none,yes,No Risk
0_to_200,24,credits_paid_to_date,furniture,4482,less_100,1_to_4,3,female,none,3,savings_insurance,30,none,own,2,skilled,1,none,yes,Risk
less_0,24,prior_payments_delayed,retraining,3988,less_100,less_1,3,female,none,2,savings_insurance,32,none,own,1,skilled,1,none,no,No Risk
0_to_200,31,credits_paid_to_date,radio_tv,1896,less_100,less_1,2,male,none,3,savings_insurance,19,none,own,1,skilled,1,none,yes,Risk
greater_200,26,credits_paid_to_date,radio_tv,4925,500_to_1000,less_1,2,female,none,3,savings_insurance,32,none,rent,1,skilled,1,none,yes,No Risk
less_0,5,all_credits_paid_back,car_new,350,less_100,less_1,2,male,none,2,savings_insurance,19,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,44,prior_payments_delayed,appliances,6767,500_to_1000,4_to_7,3,male,none,4,unknown,47,none,own,2,skilled,2,yes,yes,Risk
no_checking,33,prior_payments_delayed,furniture,3554,100_to_500,4_to_7,4,female,none,3,savings_insurance,49,none,own,1,skilled,1,yes,yes,No Risk
greater_200,40,all_credits_paid_back,car_new,4678,less_100,4_to_7,3,male,none,2,car_other,36,none,own,1,skilled,1,none,yes,No Risk
no_checking,49,outstanding_credit,appliances,8838,greater_1000,4_to_7,4,male,co-applicant,5,car_other,45,none,own,3,skilled,2,yes,yes,Risk
0_to_200,41,outstanding_credit,other,6720,unknown,4_to_7,3,male,none,3,car_other,42,none,own,2,skilled,1,none,yes,No Risk
0_to_200,15,credits_paid_to_date,car_new,350,100_to_500,less_1,2,female,none,2,savings_insurance,20,none,own,1,skilled,1,none,yes,No Risk
no_checking,44,outstanding_credit,furniture,7396,unknown,1_to_4,4,male,none,5,car_other,43,none,own,2,skilled,2,yes,yes,Risk
no_checking,19,credits_paid_to_date,radio_tv,5047,less_100,4_to_7,4,male,none,2,real_estate,24,none,own,2,management_self-employed,1,none,yes,No Risk
less_0,27,credits_paid_to_date,car_new,5220,less_100,4_to_7,3,female,none,1,car_other,30,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,27,credits_paid_to_date,car_used,7407,greater_1000,1_to_4,3,male,guarantor,3,savings_insurance,43,stores,own,1,unskilled,1,yes,yes,No Risk
no_checking,31,prior_payments_delayed,radio_tv,8622,100_to_500,4_to_7,4,male,none,5,unknown,55,none,free,3,management_self-employed,2,yes,yes,Risk
no_checking,13,credits_paid_to_date,vacation,6505,500_to_1000,greater_7,4,female,none,4,savings_insurance,48,none,own,2,management_self-employed,1,none,yes,Risk
less_0,24,credits_paid_to_date,furniture,5604,less_100,unemployed,3,male,none,3,savings_insurance,29,none,own,1,skilled,1,none,yes,No Risk
0_to_200,10,all_credits_paid_back,vacation,2036,less_100,less_1,1,female,none,1,car_other,31,none,own,1,skilled,1,none,yes,No Risk
no_checking,35,outstanding_credit,furniture,7421,500_to_1000,4_to_7,3,male,none,4,unknown,54,none,free,2,skilled,2,yes,yes,Risk
less_0,41,all_credits_paid_back,radio_tv,466,500_to_1000,4_to_7,3,female,none,1,car_other,23,stores,own,1,unskilled,1,none,yes,No Risk
no_checking,44,prior_payments_delayed,appliances,9363,500_to_1000,4_to_7,5,female,none,3,savings_insurance,55,none,free,2,skilled,1,yes,yes,Risk
no_checking,31,prior_payments_delayed,education,2559,unknown,1_to_4,3,male,none,3,savings_insurance,44,none,own,1,skilled,1,none,yes,Risk
no_checking,39,prior_payments_delayed,appliances,10712,100_to_500,1_to_4,3,female,none,4,car_other,56,stores,own,2,unskilled,1,yes,yes,Risk
less_0,5,credits_paid_to_date,car_new,869,less_100,unemployed,1,female,none,2,savings_insurance,29,bank,rent,1,unskilled,1,none,yes,Risk
no_checking,41,all_credits_paid_back,car_used,6192,greater_1000,1_to_4,4,female,none,3,car_other,42,none,own,1,skilled,1,none,yes,No Risk
less_0,5,all_credits_paid_back,car_used,2588,less_100,1_to_4,2,female,none,1,real_estate,28,none,own,1,skilled,1,none,yes,No Risk
no_checking,39,all_credits_paid_back,education,10788,less_100,1_to_4,3,female,none,4,car_other,45,none,own,2,skilled,1,none,yes,Risk
0_to_200,7,all_credits_paid_back,education,350,less_100,1_to_4,3,male,none,2,real_estate,24,none,rent,1,skilled,1,none,yes,No Risk
less_0,22,credits_paid_to_date,car_new,1934,less_100,less_1,2,male,none,3,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk
greater_200,29,credits_paid_to_date,car_used,5721,less_100,less_1,2,male,none,2,real_estate,29,none,own,2,skilled,1,yes,yes,No Risk
no_checking,45,outstanding_credit,education,7404,500_to_1000,4_to_7,5,male,none,3,car_other,47,none,own,2,management_self-employed,2,yes,yes,No Risk
no_checking,24,outstanding_credit,appliances,7943,100_to_500,1_to_4,4,female,none,3,unknown,36,none,own,1,management_self-employed,1,none,yes,No Risk
less_0,14,all_credits_paid_back,car_new,350,less_100,1_to_4,3,male,none,3,savings_insurance,25,bank,rent,1,unskilled,1,none,yes,No Risk
no_checking,50,outstanding_credit,repairs,10767,unknown,greater_7,5,male,co-applicant,5,unknown,56,none,free,2,skilled,2,yes,yes,Risk
no_checking,57,prior_payments_delayed,repairs,8468,unknown,greater_7,4,male,co-applicant,5,car_other,38,none,free,2,management_self-employed,2,yes,no,Risk
no_checking,31,all_credits_paid_back,car_new,2781,less_100,4_to_7,2,male,none,4,savings_insurance,25,bank,own,1,unemployed,1,none,yes,Risk
less_0,14,credits_paid_to_date,car_new,2916,less_100,less_1,2,male,none,2,savings_insurance,25,none,own,1,skilled,1,none,yes,No Risk
less_0,5,credits_paid_to_date,car_new,972,100_to_500,4_to_7,3,male,none,2,car_other,29,none,rent,1,skilled,1,none,yes,No Risk
less_0,10,all_credits_paid_back,car_used,1836,less_100,1_to_4,1,female,none,1,savings_insurance,24,bank,rent,1,unemployed,1,none,yes,No Risk
0_to_200,6,all_credits_paid_back,car_used,5838,less_100,1_to_4,3,female,none,3,real_estate,35,stores,own,1,unskilled,1,none,yes,No Risk
no_checking,39,prior_payments_delayed,business,8258,100_to_500,4_to_7,4,male,none,4,unknown,53,none,free,2,management_self-employed,2,yes,yes,No Risk
no_checking,45,prior_payments_delayed,furniture,2972,500_to_1000,4_to_7,4,male,none,4,car_other,34,none,own,1,skilled,1,none,yes,No Risk
less_0,10,prior_payments_delayed,furniture,3024,less_100,less_1,2,female,none,1,real_estate,32,none,own,1,skilled,1,yes,yes,No Risk
less_0,5,credits_paid_to_date,car_new,350,100_to_500,less_1,2,female,co-applicant,1,real_estate,39,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,35,outstanding_credit,appliances,11362,unknown,greater_7,4,male,guarantor,5,car_other,53,none,free,2,skilled,1,yes,yes,Risk
0_to_200,27,prior_payments_delayed,radio_tv,4970,less_100,4_to_7,3,male,none,4,savings_insurance,26,bank,own,2,unskilled,1,yes,yes,No Risk
less_0,11,prior_payments_delayed,vacation,6696,less_100,less_1,2,female,none,1,savings_insurance,33,none,own,1,skilled,1,none,yes,Risk
less_0,18,credits_paid_to_date,car_new,1499,less_100,4_to_7,2,male,none,2,savings_insurance,33,none,rent,1,skilled,1,none,yes,Risk
greater_200,40,credits_paid_to_date,car_used,5699,100_to_500,4_to_7,4,male,guarantor,4,car_other,47,none,free,1,skilled,1,yes,yes,No Risk
no_checking,19,prior_payments_delayed,radio_tv,4037,greater_1000,greater_7,3,male,guarantor,3,car_other,57,none,free,1,skilled,2,yes,yes,No Risk
0_to_200,32,outstanding_credit,appliances,7068,greater_1000,greater_7,3,male,none,3,car_other,54,none,own,2,skilled,1,none,yes,Risk
greater_200,7,prior_payments_delayed,car_new,5682,less_100,4_to_7,3,female,none,4,savings_insurance,45,none,own,1,skilled,1,none,yes,Risk
no_checking,36,prior_payments_delayed,appliances,12413,100_to_500,less_1,3,female,none,3,unknown,47,stores,own,2,unskilled,1,yes,yes,No Risk
0_to_200,46,prior_payments_delayed,appliances,4838,500_to_1000,4_to_7,3,male,none,2,car_other,46,none,own,2,skilled,1,none,yes,No Risk
no_checking,66,outstanding_credit,repairs,10147,greater_1000,greater_7,5,male,co-applicant,5,car_other,42,none,free,2,skilled,1,yes,yes,Risk
less_0,9,all_credits_paid_back,car_new,350,less_100,1_to_4,2,female,none,1,real_estate,33,none,own,1,skilled,1,none,yes,No Risk
no_checking,45,prior_payments_delayed,furniture,10953,500_to_1000,greater_7,3,male,co-applicant,3,car_other,44,none,free,2,skilled,1,none,yes,No Risk
0_to_200,22,prior_payments_delayed,radio_tv,9181,greater_1000,4_to_7,4,male,none,3,unknown,27,none,own,2,skilled,1,none,yes,No Risk
greater_200,44,prior_payments_delayed,appliances,5005,100_to_500,4_to_7,3,female,none,2,savings_insurance,41,none,own,2,skilled,1,none,yes,Risk
less_0,35,outstanding_credit,car_used,2552,greater_1000,greater_7,3,male,none,2,savings_insurance,27,bank,own,2,unemployed,1,yes,yes,No Risk
no_checking,37,outstanding_credit,radio_tv,13489,500_to_1000,greater_7,4,male,guarantor,4,unknown,61,none,free,2,skilled,1,yes,yes,Risk
0_to_200,13,credits_paid_to_date,car_used,350,less_100,less_1,1,female,none,2,real_estate,30,stores,own,1,skilled,1,none,yes,No Risk
0_to_200,20,prior_payments_delayed,car_used,4316,500_to_1000,greater_7,4,male,none,3,savings_insurance,37,none,own,2,skilled,1,none,yes,Risk
less_0,5,prior_payments_delayed,car_new,350,500_to_1000,less_1,2,male,none,2,car_other,41,bank,rent,1,unemployed,1,yes,yes,No Risk
greater_200,44,outstanding_credit,repairs,9534,500_to_1000,4_to_7,4,female,none,3,unknown,44,none,own,2,skilled,2,yes,yes,Risk
less_0,5,credits_paid_to_date,car_new,350,less_100,less_1,1,male,none,2,real_estate,26,stores,rent,1,skilled,1,none,yes,No Risk
less_0,11,prior_payments_delayed,car_new,1220,less_100,1_to_4,2,female,none,3,savings_insurance,41,none,own,1,skilled,1,none,yes,No Risk
no_checking,14,credits_paid_to_date,car_used,4138,greater_1000,4_to_7,4,male,none,4,savings_insurance,38,none,own,1,management_self-employed,1,yes,yes,No Risk
0_to_200,36,prior_payments_delayed,radio_tv,4177,100_to_500,greater_7,3,male,none,2,savings_insurance,33,none,own,2,skilled,1,yes,yes,No Risk
no_checking,26,credits_paid_to_date,radio_tv,6385,500_to_1000,4_to_7,3,female,none,2,car_other,31,stores,own,1,skilled,1,none,yes,No Risk
no_checking,33,all_credits_paid_back,repairs,5667,less_100,1_to_4,2,female,none,2,real_estate,33,none,own,2,skilled,1,none,yes,No Risk
less_0,28,credits_paid_to_date,furniture,350,less_100,less_1,1,female,none,1,real_estate,23,stores,rent,1,skilled,1,yes,yes,Risk
0_to_200,33,prior_payments_delayed,radio_tv,4051,100_to_500,greater_7,3,male,none,2,savings_insurance,30,none,own,2,skilled,1,yes,yes,No Risk
no_checking,45,outstanding_credit,other,4874,unknown,greater_7,4,male,none,4,car_other,59,none,free,2,skilled,2,yes,yes,Risk
0_to_200,42,outstanding_credit,vacation,7016,100_to_500,1_to_4,3,female,co-applicant,3,unknown,43,stores,free,1,skilled,1,yes,yes,No Risk
no_checking,36,prior_payments_delayed,furniture,8048,greater_1000,4_to_7,4,female,none,3,car_other,39,none,own,2,skilled,1,none,yes,Risk
less_0,14,prior_payments_delayed,car_new,350,100_to_500,less_1,2,female,none,1,car_other,31,bank,rent,1,unemployed,2,none,yes,No Risk
no_checking,26,credits_paid_to_date,car_new,9606,100_to_500,1_to_4,4,female,none,4,unknown,47,none,own,2,management_self-employed,1,none,yes,No Risk
no_checking,39,prior_payments_delayed,car_used,7312,100_to_500,1_to_4,3,female,none,3,car_other,52,none,own,3,skilled,1,yes,yes,Risk
no_checking,37,prior_payments_delayed,car_used,8428,unknown,4_to_7,3,male,none,3,savings_insurance,31,none,own,1,management_self-employed,1,none,yes,Risk
0_to_200,35,credits_paid_to_date,car_used,8292,100_to_500,4_to_7,4,male,none,3,car_other,36,none,own,2,skilled,1,none,yes,Risk
less_0,9,no_credits,car_new,350,less_100,less_1,2,female,co-applicant,1,real_estate,28,stores,own,1,skilled,1,none,yes,No Risk
no_checking,37,outstanding_credit,appliances,7172,greater_1000,greater_7,5,male,none,3,savings_insurance,46,stores,own,2,skilled,1,none,yes,No Risk
no_checking,45,prior_payments_delayed,radio_tv,3123,greater_1000,greater_7,3,female,none,3,car_other,45,none,own,1,skilled,1,none,yes,Risk
no_checking,48,prior_payments_delayed,appliances,6938,500_to_1000,1_to_4,3,male,none,4,car_other,44,none,own,2,skilled,1,none,yes,No Risk
less_0,5,all_credits_paid_back,car_new,2395,less_100,1_to_4,2,female,none,1,savings_insurance,21,bank,rent,1,unemployed,1,none,yes,No Risk
no_checking,44,credits_paid_to_date,furniture,11303,500_to_1000,greater_7,4,male,co-applicant,3,savings_insurance,40,stores,own,2,unskilled,1,yes,yes,Risk
0_to_200,41,all_credits_paid_back,car_new,1327,less_100,4_to_7,3,female,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
no_checking,33,prior_payments_delayed,furniture,7128,100_to_500,4_to_7,3,female,co-applicant,3,car_other,47,bank,own,1,unemployed,1,yes,yes,No Risk
no_checking,31,prior_payments_delayed,radio_tv,5499,unknown,4_to_7,4,male,none,5,savings_insurance,37,none,own,2,management_self-employed,1,none,yes,No Risk
no_checking,32,prior_payments_delayed,car_used,8393,greater_1000,4_to_7,4,male,none,3,car_other,47,none,own,2,skilled,2,yes,yes,Risk
less_0,9,prior_payments_delayed,appliances,350,less_100,less_1,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
less_0,37,outstanding_credit,furniture,2532,greater_1000,1_to_4,2,male,none,3,savings_insurance,42,stores,own,2,skilled,1,none,yes,Risk
no_checking,10,credits_paid_to_date,car_new,406,greater_1000,1_to_4,2,male,none,3,savings_insurance,40,none,own,1,skilled,1,yes,yes,Risk
no_checking,39,prior_payments_delayed,furniture,7166,100_to_500,4_to_7,3,female,none,3,car_other,55,none,own,1,skilled,1,none,yes,Risk
0_to_200,22,prior_payments_delayed,radio_tv,2529,greater_1000,less_1,2,male,none,3,savings_insurance,40,none,rent,2,skilled,2,none,yes,Risk
no_checking,39,outstanding_credit,appliances,8652,unknown,4_to_7,3,female,none,4,unknown,46,none,own,2,skilled,2,none,yes,Risk
no_checking,53,prior_payments_delayed,radio_tv,10039,greater_1000,greater_7,4,male,co-applicant,3,car_other,30,bank,own,2,unemployed,1,yes,yes,Risk
no_checking,49,outstanding_credit,appliances,12370,greater_1000,greater_7,4,male,co-applicant,3,unknown,56,none,free,2,skilled,1,yes,yes,Risk
no_checking,31,outstanding_credit,car_used,9055,500_to_1000,1_to_4,4,male,none,3,car_other,28,none,own,2,management_self-employed,1,yes,yes,Risk
no_checking,58,outstanding_credit,radio_tv,9482,500_to_1000,4_to_7,5,male,co-applicant,5,car_other,54,none,free,3,skilled,1,yes,yes,Risk
0_to_200,6,all_credits_paid_back,car_used,667,less_100,1_to_4,2,female,none,3,real_estate,28,none,own,1,skilled,1,none,yes,No Risk
no_checking,45,outstanding_credit,radio_tv,10546,500_to_1000,greater_7,5,male,guarantor,4,unknown,57,none,free,2,skilled,2,yes,yes,Risk
0_to_200,11,all_credits_paid_back,car_new,3740,less_100,4_to_7,3,female,none,2,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk
no_checking,33,prior_payments_delayed,appliances,6609,100_to_500,1_to_4,3,female,none,4,savings_insurance,44,none,own,1,skilled,1,yes,yes,No Risk
0_to_200,5,prior_payments_delayed,furniture,714,less_100,4_to_7,3,male,none,3,savings_insurance,36,none,own,2,skilled,1,none,yes,Risk
no_checking,37,prior_payments_delayed,repairs,6519,100_to_500,4_to_7,4,male,none,4,savings_insurance,38,none,own,1,management_self-employed,1,none,yes,No Risk
greater_200,36,prior_payments_delayed,furniture,5667,100_to_500,1_to_4,3,male,none,2,savings_insurance,24,none,own,2,skilled,1,yes,yes,No Risk
no_checking,53,credits_paid_to_date,furniture,7879,unknown,greater_7,5,male,none,5,savings_insurance,43,stores,own,2,unskilled,1,yes,yes,Risk
0_to_200,16,credits_paid_to_date,car_new,2433,less_100,less_1,2,female,co-applicant,2,car_other,30,stores,own,1,skilled,1,none,yes,No Risk
no_checking,44,prior_payments_delayed,furniture,6888,500_to_1000,greater_7,4,female,none,3,unknown,44,none,free,2,skilled,1,none,yes,Risk
0_to_200,19,credits_paid_to_date,car_new,350,less_100,less_1,2,female,none,3,savings_insurance,21,none,own,1,skilled,1,none,yes,Risk
0_to_200,28,outstanding_credit,radio_tv,3556,greater_1000,1_to_4,3,male,none,4,car_other,42,none,own,2,skilled,1,yes,yes,No Risk
0_to_200,14,credits_paid_to_date,vacation,2049,less_100,less_1,2,female,none,3,car_other,25,none,own,1,skilled,1,none,yes,No Risk
less_0,18,prior_payments_delayed,car_new,2279,less_100,less_1,3,female,none,3,real_estate,25,none,own,1,skilled,1,none,yes,Risk
less_0,7,all_credits_paid_back,car_new,350,less_100,unemployed,1,male,none,1,real_estate,32,stores,rent,2,skilled,1,none,yes,Risk
no_checking,35,outstanding_credit,vacation,10364,unknown,greater_7,4,male,none,5,unknown,50,none,own,2,skilled,2,yes,yes,Risk
0_to_200,32,credits_paid_to_date,furniture,4855,greater_1000,1_to_4,3,male,none,3,savings_insurance,27,bank,rent,1,unskilled,2,none,yes,No Risk
no_checking,45,prior_payments_delayed,vacation,8422,unknown,4_to_7,5,male,none,4,car_other,42,none,own,2,skilled,1,none,yes,No Risk
0_to_200,15,credits_paid_to_date,car_new,350,500_to_1000,less_1,2,female,none,3,savings_insurance,36,stores,own,1,unskilled,1,yes,yes,Risk
greater_200,31,credits_paid_to_date,car_used,6500,100_to_500,less_1,3,male,none,4,savings_insurance,30,none,own,1,management_self-employed,1,none,yes,No Risk
0_to_200,26,prior_payments_delayed,radio_tv,5076,100_to_500,1_to_4,3,male,none,4,unknown,35,none,own,2,skilled,1,yes,yes,No Risk
0_to_200,33,credits_paid_to_date,car_used,4272,less_100,4_to_7,3,female,none,3,savings_insurance,45,none,free,2,skilled,1,none,yes,Risk
no_checking,37,outstanding_credit,radio_tv,10455,500_to_1000,greater_7,5,male,co-applicant,4,car_other,55,none,free,2,management_self-employed,2,yes,yes,Risk
no_checking,50,prior_payments_delayed,repairs,8554,unknown,4_to_7,4,male,none,4,savings_insurance,50,stores,own,3,unskilled,2,yes,yes,Risk
less_0,11,all_credits_paid_back,car_used,350,less_100,less_1,2,male,none,1,real_estate,28,none,rent,1,skilled,1,none,yes,No Risk
no_checking,40,prior_payments_delayed,appliances,7880,greater_1000,greater_7,3,female,none,4,car_other,43,none,own,2,skilled,1,none,yes,Risk
less_0,18,no_credits,car_new,1055,100_to_500,1_to_4,2,male,none,2,real_estate,19,bank,rent,1,unemployed,1,none,yes,No Risk
no_checking,39,outstanding_credit,radio_tv,7396,greater_1000,4_to_7,4,male,none,4,unknown,58,none,free,2,skilled,2,yes,yes,Risk
0_to_200,23,credits_paid_to_date,car_used,2237,500_to_1000,4_to_7,3,male,co-applicant,2,real_estate,44,none,own,2,skilled,1,yes,yes,No Risk
no_checking,44,prior_payments_delayed,furniture,7078,500_to_1000,4_to_7,4,male,none,5,savings_insurance,43,stores,own,2,unskilled,1,yes,yes,No Risk
no_checking,10,prior_payments_delayed,car_new,5080,500_to_1000,1_to_4,2,male,none,4,car_other,44,none,own,2,skilled,2,yes,yes,No Risk
no_checking,33,prior_payments_delayed,appliances,6613,100_to_500,4_to_7,3,female,none,2,savings_insurance,42,none,own,1,skilled,1,none,yes,No Risk
